;genres;app_name;release_date;tags;specs;price;id;developer
10954;['Action', 'Casual', 'Indie', 'Sports'];Cosmic Kites;2017-09-07;['Action', 'Indie', 'Casual', 'Sports'];['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];8.99;606720;Fishmoose Interactive
10989;['Action', 'Indie', 'Simulation'];Nightork Adventures 2 - Legacy of Chaos;2017-09-04;['Simulation', 'Indie', 'Action'];['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor'];1.99;688630;Warptear Entertainment
11001;['Action', 'Adventure', 'Indie'];DEFECTIVE;2017-08-26;['Adventure', 'Action', 'Indie', 'Shooter', 'Atmospheric'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];3.99;692590;Evil Games
11004;['Action', 'Adventure', 'Indie'];PolyKat;2017-09-06;['Indie', 'Action', 'Adventure'];['Single-player', 'Steam Achievements', 'Partial Controller Support'];14.99;693710;LaruaGames
11010;['RPG'];An Occasional Dream;2017-09-06;['RPG', 'Indie', 'RPGMaker'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];2.99;672100;Itsjusta Games
11013;['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access'];WWII Online;2001-06-06;['Early Access', 'Free to Play', 'World War II', 'Massively Multiplayer', 'Action', 'Simulation', 'Strategy', 'Multiplayer', 'Indie', 'FPS', 'Open World', 'Shooter', 'Realistic', 'War', 'Military', 'Singleplayer', 'First-Person'];['Multi-player', 'Online Multi-Player', 'MMO'];7.99;251950;Cornered Rat Software
11017;['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Eliza (Character for Occult RERaise);2017-09-05;['Strategy', 'RPG', 'Indie', 'Casual', 'Adventure'];['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support'];2.99;698350;Arcane Raise
11020;['Strategy'];D&D Lords of Waterdeep;2017-09-01;['Strategy', 'Board Game'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats'];14.99;644390;Playdek, Inc.
11024;['Action', 'Adventure', 'Casual', 'Indie'];The Coma - light and darkness battleground;2017-09-01;['Action', 'Adventure', 'Indie', 'Casual', 'Horror'];['Single-player'];2.99;705470;Lux Caput (Andrey M)
11030;['Adventure', 'Indie', 'RPG'];Chinomikon;2017-09-01;['Adventure', 'Indie', 'RPG', 'RPGMaker'];['Single-player', 'Steam Achievements'];0.99;693320;dimosha_92
11037;['Casual', 'Indie'];CryptoMoneya;2017-09-03;['Indie', 'Casual'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];0.99;603360;azimut team
11040;['Action', 'Adventure', 'Casual', 'Indie'];Dynamic - DLC;2017-02-18;['Adventure', 'Casual', 'Indie', 'Action', 'Singleplayer', 'Funny', 'Great Soundtrack', 'Platformer', 'Mystery Dungeon', 'VR', 'Underground', 'Sailing', 'Underwater', 'Soundtrack', 'Drama', 'Mystery', 'Puzzle-Platformer', 'Walking Simulator', 'Controller', 'Cute'];['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Commentary available'];0.0;594610;White Dog
11055;['Indie', 'Simulation', 'Strategy'];Supreme Ruler: The Great War DLC;2017-08-31;['Strategy', 'Indie', 'Simulation'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];19.99;700230;BattleGoat Studios
11065;['Action', 'Indie'];Bunny Madness Anarchy;2017-08-31;['Action', 'Indie', 'Gore', 'Violent', 'Co-op', 'Shooter', 'Third-Person Shooter', 'Competitive'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];19.99;591130;MeepHead LLC
11077;['Action', 'Indie', 'Simulation', 'Sports', 'Early Access'];On a Roll;2017-08-30;['Early Access', 'Sports', 'Action', 'Simulation', 'Indie', 'Great Soundtrack'];['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Includes level editor'];19.99;377060;Creative Concepts
11094;['Action'];WARRIORS ALL-STARS: Hajime Arima-themed costume for Zhao Yun;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658279;KOEI TECMO GAMES CO., LTD.
11095;['Action'];WARRIORS ALL-STARS: Lu Bu-themed costume for William;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658291;KOEI TECMO GAMES CO., LTD.
11099;['Action'];WARRIORS ALL-STARS: Christophorus-themed costume for Marie Rose;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658303;KOEI TECMO GAMES CO., LTD.
11100;['Action'];WARRIORS ALL-STARS: Laegrinna-themed costume for Ayane;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658290;KOEI TECMO GAMES CO., LTD.
11105;['Casual', 'Indie', 'Simulation'];Cat's Lover;2017-08-10;['Casual', 'Simulation', 'Indie'];['Single-player', 'Commentary available'];0.99;691990;Infinite Road Studio
11108;['Simulation'];A-10C: Red Flag Campaign;2017-08-30;['Simulation'];['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support'];9.99;411901;Eagle Dynamics SA
11113;['Action'];WARRIORS ALL-STARS: Zhao Yun-themed costume for Darius;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658295;KOEI TECMO GAMES CO., LTD.
11117;['Action'];WARRIORS ALL-STARS: Arnice-themed costume for Oka;2017-08-29;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];1.99;658299;KOEI TECMO GAMES CO., LTD.
11130;['Adventure', 'Casual', 'Indie'];1bitHeart Original Soundtrack;2017-08-28;['Adventure', 'Indie', 'Casual'];['Single-player', 'Downloadable Content', 'Steam Achievements'];1.99;689920;△○□× (Miwashiba)
11136;['Casual', 'Indie', 'Simulation'];Business-hooiznes;2017-08-25;['Indie', 'Casual', 'Simulation'];['Single-player', 'Steam Achievements'];0.99;683220;"Nikita ""Ghost_RUS"",Underanger TheGachiWarrior"
11138;['Casual', 'Indie'];Polygoneer;2017-08-24;['Indie', 'Casual'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards'];0.99;684680;NukGames
11150;['Casual', 'Indie'];Code 9;2017-08-24;['Indie', 'Casual'];['Single-player', 'Steam Achievements'];2.99;682280;Brendan Wiltshire
11153;['Action', 'Indie'];Andromeda Wing;2017-08-25;"['Indie', 'Action', ""Shoot 'Em Up"", 'Retro', 'Space', 'Aliens', 'Arcade', 'Shooter']";['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];5.99;691750;Adam John Adkins
11156;['Casual', 'Indie'];Fairy Lands: Rinka and the Fairy Gems;2017-08-25;['Indie', 'Casual', '2D', 'Fast-Paced', 'Pixel Graphics', 'Action', 'Puzzle', 'Singleplayer', 'Colorful', 'Arcade', 'Match 3', 'Stylized', 'Cartoon', 'Controller', 'Magic'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];2.3;680930;OddMeat
11157;['Action', 'Adventure', 'Indie'];Psychical Madness;2017-08-25;['Action', 'Adventure', 'Indie', 'Puzzle', 'Psychological Horror', 'Horror', 'Great Soundtrack', 'Atmospheric'];['Single-player'];3.99;689060;AYE Technology
11168;['Action', 'Indie'];Korvae in space;2017-08-25;['Action', 'Indie', 'Puzzle-Platformer'];['Single-player'];0.99;690440;David J Ozsvath
11170;['Action', 'Casual'];Spaceship Trucker;2017-08-25;['Action', 'Casual'];['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];0.95;671120;Dreamy Doe
11171;['Action', 'Indie'];Burst Fighter;2017-09-16;"['Indie', 'Action', ""Shoot 'Em Up"", 'Bullet Hell']";['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];9.99;642600;Magesoft
11175;['Casual', 'RPG', 'Simulation', 'Strategy'];Tabletopia - Scythe: The Wind Gambit + Invaders from Afar;2017-08-23;['Strategy', 'RPG', 'Casual', 'Simulation'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content'];7.99;414232;Jamey Stegmaier
11179;['Casual', 'Indie', 'Strategy', 'Early Access'];昔:Yesterday;2017-08-23;['Early Access', 'Strategy', 'Indie', 'Casual', 'Puzzle'];['Single-player'];4.99;649360;Triple Tree Studio
11181;['Action', 'Adventure', 'Indie'];White Day - Fashionable School Uniform - Ji-Min Yoo;2017-08-24;['Action', 'Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud'];2.99;688310;SONNORI Corp
11182;['Casual', 'Indie'];NeonGalaxy Wars;2017-08-06;['Indie', 'Casual'];['Single-player', 'Steam Trading Cards'];0.99;693720;omylevca
11183;['Action', 'Adventure', 'Indie'];White Day - Fashionable School Uniform - So-Young Han;2017-08-24;['Action', 'Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud'];2.99;688280;SONNORI Corp
11184;['Action', 'Adventure', 'Indie'];White Day - Fashionable School Uniform - Sung-A Kim;2017-08-24;['Action', 'Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud'];2.99;688290;SONNORI Corp
11186;['Casual', 'Indie', 'Strategy'];Lightwire;2017-08-24;['Indie', 'Casual', 'Strategy', 'Puzzle'];['Single-player'];9.99;686000;nonPareil Studios
11207;['Action', 'Indie', 'RPG', 'Early Access'];Meta Star;2017-08-23;['Early Access', 'Action', 'RPG', 'Indie'];['Single-player', 'Partial Controller Support'];0.0;659000;Lost-Ride Studios
11217;['Indie', 'Simulation', 'Strategy'];Aven Colony - Cerulean Vale;2017-08-22;['Simulation', 'Strategy', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards'];2.99;645900;Mothership Entertainment LLC
11218;['Action', 'Casual', 'Indie'];Weable;2017-08-23;['Action', 'Casual', 'Indie', '2D', 'Top-Down'];['Single-player', 'Steam Trading Cards'];0.99;683830;SPECTRUM GAMES
11220;['Action'];Triton Wing;2017-08-22;['Action', 'Top-Down Shooter'];['Single-player'];8.99;691700;Alien Mind
11229;['Action', 'Adventure', 'Indie'];White Day - BlazBlue Collaboration Costume - Hee-Min Lee;2017-08-22;['Action', 'Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud'];1.99;687200;SONNORI Corp
11234;['Action', 'Indie', 'Sports'];DOGO;2017-08-21;['Action', 'Indie', 'Sports'];['Local Multi-Player', 'Shared/Split Screen', 'Full controller support'];9.99;635930;Pixel Barons
11238;['Indie', 'Strategy'];TASTEE: Lethal Tactics - Map: Jurassic Narc;2017-08-21;['Strategy', 'Indie'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards'];2.99;696210;SkyBox Labs
11243;['Strategy'];Hold the Line: The American Revolution;2017-08-18;['Strategy'];['Single-player'];14.99;657500;HexWar Games
11246;['Action', 'Adventure', 'Indie'];Endless Dream;2017-08-18;['Action', 'Adventure', 'Indie'];['Single-player', 'Steam Achievements'];9.99;629350;Lost in Pixels
11255;['Indie', 'Massively Multiplayer', 'RPG'];Tree of Life;2017-08-17;['Survival', 'Sandbox', 'Massively Multiplayer', 'Open World', 'Building', 'RPG', 'Crafting', 'Indie', 'Co-op', 'PvP', 'MMORPG', 'Adventure', 'Multiplayer', 'Base Building', 'Singleplayer', 'Female Protagonist'];['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op'];19.99;361800;oddonegames
11262;['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer'];BALLOON Saga;2017-08-18;['Action', 'Indie', 'Casual', 'Massively Multiplayer', 'Adventure'];['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards'];0.99;644310;Alexey Glinskiy
11264;['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Magical Mysteries: Path of the Sorceress;2017-08-18;['Strategy', 'Casual', 'Indie', 'Adventure', 'RPG', 'Match 3', 'Puzzle'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];4.99;548320;Alder Games
11266;['Action', 'Adventure', 'Indie', 'RPG'];Blue Horizon;2017-08-18;['Adventure', 'Action', 'Indie', 'RPG', 'Pirates', 'Open World'];['Single-player', 'Steam Achievements'];6.99;589740;Blue Horizon Studios Ltd
11277;['Action', 'Massively Multiplayer', 'RPG', 'Simulation'];Crimson Tide: Operation Online;2017-08-17;['Action', 'Simulation', 'Massively Multiplayer', 'Violent', 'RPG', 'Gore', 'Shooter', 'Team-Based', 'War', 'PvP', 'Online Co-Op', 'FPS', 'First-Person', 'Tactical', 'Strategy'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards'];4.99;684130;RaleachGamesStudio
11278;['Adventure', 'Indie', 'RPG'];Oswald's Adventure;2017-08-21;['Adventure', 'Indie', 'RPG', 'RPGMaker', '2D'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];2.99;688680;Dede Bayi
11284;['Casual', 'Indie'];Letter-Setter;2017-08-16;['Indie', 'Casual'];['Single-player', 'Steam Achievements', 'Steam Leaderboards'];3.99;676320;Beaver Drummer
11285;['Simulation'];StellarHub;2017-08-16;['Simulation', 'Space', 'Base Building', 'Building', 'Sci-fi', 'Management'];['Single-player', 'Steam Achievements', 'Steam Cloud'];8.99;672860;Casualogic
11300;['Adventure', 'Casual', 'Indie', 'Strategy'];Rescue Team 7;2017-05-14;['Casual', 'Indie', 'Strategy', 'Adventure'];['Single-player', 'Steam Achievements', 'Steam Cloud'];6.99;666050;Nova Ideas
11312;['Action'];Mayhem Above;2017-08-14;['Action', 'Music', 'Music-Based Procedural Generation'];['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];6.99;665350;Spinal Games
11319;['Action', 'Adventure'];Piece of Memory 2:Prologue;2017-08-10;['Action', 'Adventure'];['Single-player'];1.99;676520;MATRE
11321;['Action', 'Indie', 'RPG'];Hero of the Galactic Core;2017-08-11;['RPG', 'Indie', 'Action'];['Single-player', 'Steam Achievements', 'Steam Leaderboards'];15.99;659790;David Krinkel
11322;['Action', 'Adventure', 'Casual', 'Indie', 'Simulation'];Project Explore;2017-08-10;['Survival', 'Adventure', 'Indie', 'Simulation', 'Action', 'Casual', '2D', 'Open World', 'Sandbox', 'Multiplayer', 'Pixel Graphics'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards'];4.99;357650;Sebastian Nigro
11329;['Action', 'Casual', 'Racing'];C64 & AMIGA Classix Remakes Sixpack;2017-07-14;['Action', 'Racing', 'Casual', 'Classic'];['Single-player', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud'];5.99;679640;magnussoft
11330;['Action', 'Adventure', 'Indie'];Leon's crusade - Melodies of the cursed people (Soundtrack + extra music);2007-08-11;['Action', 'Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Full controller support'];0.0;690030;Molosoft
11333;['Action', 'Adventure', 'Indie', 'RPG'];Life on Mars Remake;2017-08-15;['Action', 'Adventure', 'RPG', 'Indie', 'Metroidvania', 'Action RPG', 'Pixel Graphics'];['Single-player', 'Steam Achievements', 'Full controller support'];7.99;677910;Oscar Kenneth Albero Ingles
11334;['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access'];Startup Company;2017-08-11;['Early Access', 'Simulation', 'Management', 'Strategy', 'Economy', 'Indie', 'Casual', 'Sandbox', 'Building', 'Singleplayer', 'Real-Time with Pause', 'Crafting', 'Moddable', 'Isometric', 'Point & Click'];['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud'];9.99;606800;Hovgaard Games
11344;['Adventure'];Willful;2017-08-09;['Adventure', 'Platformer', 'Indie', 'Action'];['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Full controller support'];3.99;664060;Luke Vincent
11346;['Action', 'Adventure', 'Casual', 'Indie'];BlackEye;2017-08-09;['Action', 'Adventure', 'Indie', 'Casual', '2D', 'Side Scroller', 'Platformer', 'Puzzle-Platformer', 'Funny', 'Arcade', 'Shooter'];['Single-player', 'Steam Trading Cards', 'Partial Controller Support'];1.99;627410;Dnovel
11359;['Action', 'Adventure'];Survive;2017-08-11;['Action', 'Adventure', 'Survival', 'Multiplayer'];['Single-player', 'Multi-player'];1.99;659120;Interactive Gaming Studios
11364;['Action'];Damascus Gear Operation Tokyo HD;2017-08-08;['Action', 'Mechs', 'Hack and Slash', 'Sci-fi', 'Futuristic', 'Top-Down', 'Top-Down Shooter', 'Singleplayer', 'Linear', 'Controller', 'Simulation'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];14.99;648630;Arc System Works
11366;['Casual', 'Free to Play', 'Indie'];Super POTUS Trump;2017-08-08;['Free to Play', 'Casual', 'Indie', 'Memes', 'Psychological Horror'];['Single-player', 'Steam Achievements', 'Steam Leaderboards'];0.0;675630;Emerson Design, Inc.
11368;['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access'];Tiny Rails;2017-08-08;['Early Access', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Pixel Graphics', 'Trains', 'Retro', 'Atmospheric'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];9.99;614630;Tiny Titan Studios
11370;['Action', 'Indie'];88 Heroes – RSG Champions;2017-08-08;['Action', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];0.0;619801;Bitmap Bureau
11377;['Casual'];SOLITAIRE ULTRA;2017-08-06;['Casual'];['Single-player', 'Stats'];5.99;656340;Thorium Entertainment
11378;['Indie', 'RPG'];Tetsoidea Eternal RPG;2017-08-07;['RPG', 'Indie', 'Funny', 'JRPG', 'RPGMaker'];['Single-player'];0.99;680140;Brewsterland Studios
11388;['Action', 'Adventure', 'Indie'];Spears 'n' Spades;2017-06-08;['Adventure', 'Action', 'Indie', 'Platformer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];1.99;673980;LeatherIceCream,LazyTomato,Madvertiz0r
11397;['Action', 'Adventure', 'Casual', 'Indie'];36 Fragments of Midnight;2017-08-07;['Adventure', 'Indie', 'Casual', 'Action'];['Single-player'];2.99;679930;Petite Games
11399;['Casual', 'Free to Play', 'Indie', 'Strategy'];Picross Touch - Donation Level 3;2017-05-26;['Strategy', 'Free to Play', 'Indie', 'Casual'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor'];4.99;644962;Jon Gallant
